id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities_wifi_internet,amenities_tv,amenities_air_conditioning,amenities_heating,amenities_kitchen
339,apartment,private_room,2,1.5,1.0,2.0,real_bed,1,1,0,1,1
340,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
341,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
342,serviced_apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
343,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
344,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,1,0,1,1
345,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
346,apartment,entire_home_apt,5,2.0,2.0,5.0,real_bed,1,1,0,1,1
347,apartment,entire_home_apt,8,2.0,3.0,5.0,real_bed,1,1,1,1,1
348,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
349,apartment,private_room,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
350,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
351,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
352,apartment,entire_home_apt,2,1.0,1.0,1.0,pull_out_sofa,1,1,1,1,1
353,loft,entire_home_apt,2,1.0,1.0,3.0,real_bed,1,0,1,1,1
354,apartment,private_room,1,2.0,4.0,1.0,real_bed,1,1,1,1,0
355,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
356,apartment,entire_home_apt,4,1.0,0.0,1.0,real_bed,1,1,1,1,1
357,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
358,apartment,entire_home_apt,12,2.0,3.0,10.0,real_bed,1,1,1,1,1
359,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
360,house,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
361,house,private_room,2,1.0,1.0,2.0,real_bed,1,0,0,1,1
362,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
363,apartment,entire_home_apt,8,2.0,3.0,6.0,real_bed,1,1,1,1,1
364,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
365,apartment,private_room,3,1.0,1.0,3.0,real_bed,1,1,1,1,1
366,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
367,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
368,apartment,entire_home_apt,4,2.0,1.0,2.0,real_bed,1,1,0,1,1
369,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
370,apartment,entire_home_apt,6,2.0,3.0,4.0,real_bed,1,1,1,1,1
371,apartment,entire_home_apt,6,3.5,3.0,4.0,real_bed,1,1,1,1,1
372,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
373,apartment,entire_home_apt,3,2.0,2.0,2.0,real_bed,1,1,1,1,1
374,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
375,house,private_room,2,2.0,4.0,1.0,real_bed,1,1,1,1,1
376,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,0,0,0,0
377,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
379,hut,shared_room,2,1.0,1.0,2.0,real_bed,0,0,0,0,0
380,apartment,private_room,1,2.0,1.0,1.0,real_bed,1,1,0,1,1
381,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
382,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,0,1,1
383,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
384,apartment,entire_home_apt,5,2.0,2.0,4.0,real_bed,1,1,1,1,1
385,loft,entire_home_apt,4,1.5,2.0,2.0,real_bed,1,1,1,1,1
386,apartment,private_room,2,1.0,1.0,0.0,real_bed,1,1,1,1,1
387,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
388,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
389,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,0,1,1,1
390,apartment,entire_home_apt,3,1.0,1.0,0.0,real_bed,1,1,1,1,1
391,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
392,apartment,entire_home_apt,8,2.5,4.0,7.0,real_bed,1,1,1,1,1
393,apartment,private_room,2,1.5,1.0,2.0,real_bed,1,0,1,1,0
394,loft,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
395,apartment,entire_home_apt,4,1.0,0.0,4.0,real_bed,1,1,1,1,1
396,apartment,private_room,2,2.0,1.0,2.0,real_bed,1,1,0,1,1
397,apartment,private_room,1,2.0,1.0,1.0,real_bed,1,1,0,1,1
398,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
399,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
400,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
401,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
402,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
403,apartment,entire_home_apt,8,2.0,4.0,4.0,real_bed,1,1,1,1,1
404,apartment,entire_home_apt,8,2.5,3.0,3.0,real_bed,1,1,0,1,1
405,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
406,apartment,entire_home_apt,2,1.0,1.0,0.0,real_bed,1,1,1,1,1
407,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
408,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
409,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
410,apartment,entire_home_apt,3,2.0,1.0,1.0,real_bed,1,1,1,1,1
411,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
412,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,0,1,1,1
413,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
414,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
415,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
416,apartment,entire_home_apt,2,1.5,1.0,1.0,real_bed,1,1,0,1,1
417,apartment,private_room,3,2.0,1.0,3.0,real_bed,1,1,0,1,0
418,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
419,serviced_apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
420,house,entire_home_apt,4,1.0,2.0,1.0,real_bed,1,1,0,1,1
421,apartment,entire_home_apt,2,2.0,1.0,2.0,real_bed,1,1,1,1,1
422,loft,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
423,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
424,apartment,private_room,2,1.0,4.0,5.0,real_bed,1,1,0,1,1
425,apartment,entire_home_apt,4,1.0,2.0,4.0,real_bed,1,1,0,1,1
426,apartment,private_room,1,2.0,1.0,1.0,real_bed,1,1,0,1,0
427,apartment,private_room,2,2.0,1.0,1.0,real_bed,1,1,1,1,0
428,apartment,entire_home_apt,6,2.0,3.0,5.0,real_bed,1,1,1,1,1
429,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
430,apartment,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,0,1
431,apartment,entire_home_apt,5,1.5,3.0,6.0,real_bed,1,1,1,1,1
432,apartment,private_room,2,1.5,1.0,2.0,real_bed,1,1,1,1,0
433,hostel,hotel_room,3,2.0,1.0,3.0,real_bed,1,1,0,1,0
434,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
435,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
436,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
437,serviced_apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
438,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
439,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
440,house,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
441,serviced_apartment,entire_home_apt,4,1.0,1.0,4.0,real_bed,1,1,1,1,1
442,aparthotel,private_room,3,1.0,1.0,3.0,real_bed,1,1,1,1,1
443,aparthotel,private_room,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
444,serviced_apartment,entire_home_apt,1,1.0,1.0,2.0,real_bed,1,1,1,1,1
445,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
446,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
447,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
448,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
449,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,1,1,1
450,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
451,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
452,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
453,apartment,entire_home_apt,4,1.5,1.0,1.0,real_bed,1,1,1,1,1
454,apartment,entire_home_apt,6,2.5,2.0,3.0,real_bed,1,1,1,1,1
455,apartment,entire_home_apt,2,1.5,1.0,1.0,real_bed,1,1,1,1,1
456,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
457,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
458,apartment,entire_home_apt,4,1.0,1.0,0.0,real_bed,1,1,1,1,1
459,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,0,1,1,1
460,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,1,1,1,1,1
461,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,0,0,1,1
462,apartment,entire_home_apt,5,1.0,2.0,0.0,real_bed,1,0,1,1,1
463,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
464,loft,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,1,1,1
465,loft,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
466,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,0,0,1,1
467,apartment,entire_home_apt,4,2.5,2.0,0.0,real_bed,1,1,0,1,1
468,apartment,entire_home_apt,4,2.0,2.0,4.0,real_bed,1,1,1,1,1
469,apartment,entire_home_apt,4,1.5,2.0,3.0,real_bed,1,1,1,1,1
470,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
471,apartment,private_room,8,1.0,3.0,5.0,real_bed,1,0,0,0,1
472,apartment,entire_home_apt,2,1.0,0.0,1.0,real_bed,1,1,1,1,1
473,apartment,entire_home_apt,4,1.0,1.0,0.0,real_bed,1,1,1,1,1
474,house,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
475,apartment,entire_home_apt,5,1.0,2.0,4.0,real_bed,1,1,1,1,1
476,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,1,1,1
477,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
478,apartment,entire_home_apt,2,1.0,1.0,2.0,pull_out_sofa,1,1,0,1,1
479,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
480,apartment,entire_home_apt,16,5.0,5.0,13.0,real_bed,1,1,1,1,1
481,apartment,shared_room,2,1.0,1.0,2.0,real_bed,1,0,0,1,0
482,apartment,private_room,1,2.0,1.0,1.0,real_bed,1,0,0,1,1
483,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
484,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
485,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
486,apartment,entire_home_apt,8,2.0,3.0,4.0,real_bed,1,1,1,1,1
487,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
488,apartment,entire_home_apt,4,1.0,1.0,1.0,pull_out_sofa,1,1,1,1,1
489,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
490,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
491,apartment,entire_home_apt,5,2.0,2.0,3.0,real_bed,1,1,1,1,1
493,house,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,0
494,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
495,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,0,1,0
496,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
497,loft,entire_home_apt,2,1.5,1.0,2.0,real_bed,1,1,0,1,1
498,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
499,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
500,apartment,private_room,1,1.0,1.0,0.0,real_bed,1,0,0,1,0
501,house,private_room,1,1.0,1.0,2.0,real_bed,1,1,0,1,1
502,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
503,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
504,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
505,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,1,1,1,1,1
507,apartment,entire_home_apt,4,1.0,1.0,3.0,real_bed,1,1,1,1,1
508,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
509,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
510,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
511,apartment,entire_home_apt,5,1.0,2.0,4.0,real_bed,1,1,0,1,1
512,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,0
513,apartment,private_room,2,2.0,1.0,2.0,real_bed,1,1,1,1,1
514,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
515,apartment,entire_home_apt,8,2.0,3.0,5.0,real_bed,1,1,0,1,1
516,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
517,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,1,0,1,1
518,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
519,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
520,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
521,house,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,0,1,1
522,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,1,1,0
524,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,1,1,0
525,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
526,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
527,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
528,apartment,entire_home_apt,3,1.0,1.0,3.0,real_bed,1,1,1,1,1
529,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
530,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,1,1
531,apartment,entire_home_apt,8,2.0,3.0,3.0,real_bed,1,1,0,1,1
532,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
533,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
534,apartment,entire_home_apt,2,1.5,1.0,1.0,real_bed,1,1,0,1,1
535,loft,entire_home_apt,4,1.5,1.0,2.0,pull_out_sofa,1,1,1,1,1
536,loft,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
537,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
538,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
539,apartment,private_room,2,2.0,4.0,4.0,real_bed,1,1,0,1,1
540,apartment,entire_home_apt,3,1.0,1.0,0.0,real_bed,1,1,1,1,1
541,apartment,private_room,1,0.5,1.0,2.0,real_bed,1,1,0,1,1
542,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
543,apartment,entire_home_apt,4,1.0,0.0,0.0,real_bed,1,1,1,1,1
544,apartment,private_room,1,3.0,1.0,1.0,real_bed,1,1,0,1,1
545,apartment,entire_home_apt,2,1.0,0.0,2.0,real_bed,1,1,1,0,1
547,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
548,apartment,entire_home_apt,1,1.0,0.0,1.0,real_bed,1,0,1,1,1
549,apartment,entire_home_apt,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
550,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
551,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
552,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
553,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,0,1,1,1
554,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
555,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
556,apartment,private_room,1,1.5,1.0,1.0,real_bed,1,1,1,1,1
557,loft,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
558,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
559,apartment,entire_home_apt,3,1.0,0.0,2.0,real_bed,1,1,1,1,1
560,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
561,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
562,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
563,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
564,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,1,1,1
565,loft,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
566,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
567,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
568,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
569,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
570,apartment,entire_home_apt,6,1.0,3.0,4.0,real_bed,1,1,1,1,1
571,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
572,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
573,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
574,apartment,entire_home_apt,5,1.0,1.0,3.0,real_bed,1,1,1,1,1
575,apartment,private_room,2,1.5,1.0,2.0,real_bed,1,1,1,1,1
576,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,0,1,1
577,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
578,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
579,apartment,entire_home_apt,6,1.0,2.0,2.0,real_bed,1,1,1,1,1
580,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
581,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
582,apartment,entire_home_apt,3,1.0,1.0,4.0,real_bed,1,1,1,1,1
583,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,1,1,1
584,apartment,entire_home_apt,4,1.0,1.0,2.0,pull_out_sofa,1,1,1,1,1
585,apartment,entire_home_apt,4,2.0,2.0,3.0,real_bed,1,1,0,1,1
586,condominium,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,0,1
587,serviced_apartment,hotel_room,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
588,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
589,apartment,entire_home_apt,5,1.0,1.0,1.0,real_bed,1,1,1,1,0
590,apartment,private_room,2,2.0,1.0,1.0,real_bed,1,0,0,0,1
592,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,0,1,1
593,apartment,entire_home_apt,8,2.0,4.0,9.0,real_bed,1,1,1,1,1
594,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,0,0,1,1
595,apartment,private_room,2,1.0,1.0,0.0,real_bed,1,1,0,1,1
596,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
597,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
598,condominium,private_room,3,1.0,1.0,0.0,real_bed,1,1,0,1,1
599,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
600,apartment,entire_home_apt,6,2.0,2.0,2.0,real_bed,1,1,1,1,1
601,apartment,entire_home_apt,6,1.0,2.0,2.0,real_bed,1,1,1,1,1
602,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
603,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,1,1,1,1
604,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,1,1,1
605,apartment,entire_home_apt,3,2.0,2.0,2.0,real_bed,1,1,1,1,1
606,house,private_room,2,1.5,1.0,1.0,real_bed,1,0,0,1,1
607,apartment,entire_home_apt,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
608,loft,entire_home_apt,4,1.5,1.0,3.0,real_bed,1,1,1,1,1
609,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
610,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
611,apartment,entire_home_apt,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
612,apartment,entire_home_apt,5,1.0,2.0,3.0,real_bed,1,1,1,1,1
613,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
614,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
615,apartment,entire_home_apt,6,2.0,6.0,8.0,real_bed,1,1,0,1,1
616,apartment,entire_home_apt,2,1.5,1.0,2.0,real_bed,1,1,1,1,1
617,apartment,entire_home_apt,4,1.0,1.0,2.0,pull_out_sofa,1,1,1,1,1
618,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
619,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
620,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
621,apartment,entire_home_apt,4,1.0,2.0,2.0,real_bed,1,0,0,1,1
622,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,1,1,1
623,apartment,entire_home_apt,3,1.0,2.0,2.0,real_bed,1,1,1,1,1
624,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
625,apartment,entire_home_apt,2,1.5,1.0,1.0,real_bed,1,1,1,1,1
626,condominium,entire_home_apt,2,1.0,1.0,3.0,real_bed,1,1,0,1,1
627,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,0
628,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,0
629,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,1,0,1,1
630,loft,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,0,1,1,1
631,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,0,1,1,1
632,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
633,apartment,entire_home_apt,6,1.5,2.0,0.0,real_bed,1,1,1,1,1
634,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,1,1,1
635,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
636,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
637,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,0,1,1
638,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,1,0,1,1
639,apartment,private_room,1,1.0,1.0,2.0,real_bed,1,1,1,1,1
640,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,1,1,1
641,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
642,apartment,entire_home_apt,6,1.0,2.0,3.0,real_bed,1,1,1,1,1
643,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
644,apartment,entire_home_apt,7,2.0,3.0,7.0,real_bed,1,1,1,1,1
645,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,1,1,1
646,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
647,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,0,1,1,1
648,apartment,entire_home_apt,6,1.0,3.0,5.0,real_bed,1,1,1,1,1
649,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
650,apartment,entire_home_apt,8,2.0,3.0,5.0,real_bed,1,1,1,1,1
651,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,0,0,1,1,1
652,house,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,1,1,1,1
653,apartment,entire_home_apt,8,2.0,3.0,6.0,real_bed,1,1,1,1,1
654,apartment,entire_home_apt,2,1.0,1.0,2.0,real_bed,1,1,1,1,1
655,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
656,apartment,entire_home_apt,6,2.0,3.0,5.0,real_bed,1,1,1,1,1
657,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,0,1,0,1,1
658,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
659,apartment,entire_home_apt,4,2.0,2.0,2.0,real_bed,1,1,1,1,1
660,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
661,apartment,entire_home_apt,3,1.0,1.0,1.0,real_bed,1,1,0,1,1
662,apartment,private_room,4,1.0,2.0,3.0,real_bed,1,1,1,1,1
663,house,private_room,1,1.5,1.0,1.0,real_bed,1,1,1,1,0
664,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,0,1,1
665,apartment,entire_home_apt,2,1.0,1.0,1.0,real_bed,1,0,0,1,1
666,apartment,private_room,2,1.0,1.0,2.0,real_bed,1,0,0,1,0
667,apartment,entire_home_apt,2,1.5,1.0,1.0,real_bed,1,1,1,1,1
668,apartment,entire_home_apt,3,1.0,1.0,2.0,real_bed,1,1,1,1,1
669,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
670,apartment,private_room,2,1.0,1.0,1.0,real_bed,1,1,0,1,1
671,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,1,1,1
672,apartment,private_room,1,1.0,1.0,1.0,real_bed,1,0,0,1,1
673,apartment,entire_home_apt,4,1.0,1.0,1.0,real_bed,1,1,1,1,1
674,apartment,entire_home_apt,2,1.0,0.0,0.0,real_bed,1,1,1,1,1
675,apartment,private_room,1,1.0,1.0,0.0,real_bed,1,0,0,1,0
676,apartment,private_room,1,1.0,1.0,0.0,real_bed,1,1,0,1,1
677,apartment,entire_home_apt,4,1.0,1.0,2.0,real_bed,1,1,0,0,0
